Temperature	Date	Time
19	01/03/2022	10:05:14.309326
19	01/03/2022	10:15:16.917900
19	01/03/2022	10:25:17.274754
19	01/03/2022	10:35:17.630306
19	01/03/2022	10:45:17.987001
19	01/03/2022	10:55:18.343740
19	01/03/2022	11:05:18.607164
19	01/03/2022	11:15:18.919615
19	01/03/2022	11:25:19.193498
19	01/03/2022	11:35:21.718326
19	01/03/2022	11:45:22.040261
19	01/03/2022	11:55:22.300701
19	01/03/2022	12:05:22.656572
20	01/03/2022	12:15:23.012485
20	01/03/2022	12:25:23.368325
20	01/03/2022	12:35:23.719621
20	01/03/2022	12:45:24.075486
20	01/03/2022	12:55:24.431308
19	01/03/2022	13:05:24.702546
19	01/03/2022	13:15:25.049570
20	01/03/2022	13:25:25.305806
20	01/03/2022	13:35:25.573169
20	01/03/2022	13:45:25.929102
20	01/03/2022	13:55:26.285003
20	01/03/2022	14:05:26.640821
20	01/03/2022	14:15:26.996650
20	01/03/2022	14:25:27.265449
20	01/03/2022	14:35:27.621301
20	01/03/2022	14:45:27.879657
20	01/03/2022	14:55:28.159599
20	01/03/2022	15:05:28.515960
20	01/03/2022	15:15:28.872797
20	01/03/2022	15:25:29.193629
21	01/03/2022	15:35:29.550127
20	01/03/2022	15:45:29.874276
21	01/03/2022	15:55:30.170532
21	01/03/2022	16:05:30.527078
21	01/03/2022	16:15:30.874373
21	01/03/2022	16:25:31.230268
21	01/03/2022	16:35:31.586187
21	01/03/2022	16:45:34.132111
21	01/03/2022	16:55:34.488059
21	01/03/2022	17:05:34.759954
20	01/03/2022	17:15:35.024214
20	01/03/2022	17:25:35.380736
20	01/03/2022	17:35:35.737311
20	01/03/2022	17:45:36.094142
20	01/03/2022	17:55:36.450926
21	01/03/2022	18:05:36.718681
21	01/03/2022	18:15:37.075183
21	01/03/2022	18:25:37.337405
21	01/03/2022	18:35:37.672186
20	01/03/2022	18:45:38.028085
20	01/03/2022	18:55:38.304883
20	01/03/2022	19:05:38.561926
20	01/03/2022	19:15:38.873679
20	01/03/2022	19:25:39.230300
20	01/03/2022	19:35:39.560174
20	01/03/2022	19:45:39.874333
21	01/03/2022	19:55:42.488508
21	01/03/2022	20:05:42.845282
20	01/03/2022	20:15:43.201206
20	01/03/2022	20:25:43.470027
20	01/03/2022	20:35:43.826931
21	01/03/2022	20:45:44.090569
20	01/03/2022	20:55:44.360164
21	01/03/2022	21:05:44.716737
20	01/03/2022	21:15:44.992497
20	01/03/2022	21:25:45.349010
20	01/03/2022	21:35:45.616163
19	01/03/2022	21:45:45.880100
19	01/03/2022	21:55:46.236075
19	01/03/2022	22:05:46.592583
19	01/03/2022	22:15:46.874209
19	01/03/2022	22:25:47.230580
19	01/03/2022	22:35:47.492714
19	01/03/2022	22:45:47.840201
19	01/03/2022	22:55:48.148683
19	01/03/2022	23:05:48.505665
19	01/03/2022	23:15:48.863201
19	01/03/2022	23:25:49.220887
19	01/03/2022	23:35:49.577839
19	01/03/2022	23:45:49.874532
19	01/03/2022	23:55:50.231947
19	02/03/2022	00:05:50.589584
19	02/03/2022	00:15:50.875154
19	02/03/2022	00:25:51.231758
19	02/03/2022	00:35:51.589329
19	02/03/2022	00:45:51.875011
19	02/03/2022	00:55:52.232573
19	02/03/2022	01:05:52.589851
19	02/03/2022	01:15:52.875194
19	02/03/2022	01:25:53.141660
19	02/03/2022	01:35:53.408069
19	02/03/2022	01:45:53.765572
19	02/03/2022	01:55:54.095558
19	02/03/2022	02:05:54.369736
19	02/03/2022	02:15:54.727280
18	02/03/2022	02:25:54.991229
19	02/03/2022	02:35:55.348186
19	02/03/2022	02:45:55.705096
19	02/03/2022	02:55:56.062436
19	02/03/2022	03:05:56.419501
19	02/03/2022	03:15:56.776438
18	02/03/2022	03:25:57.044488
18	02/03/2022	03:35:57.401902
17	02/03/2022	03:45:57.683043
17	02/03/2022	03:55:57.947626
17	02/03/2022	04:05:58.305029
17	02/03/2022	04:15:58.619686
17	02/03/2022	04:25:58.976400
17	02/03/2022	04:35:59.333103
17	02/03/2022	04:45:59.690456
17	02/03/2022	04:55:59.965345
16	02/03/2022	05:06:00.321054
16	02/03/2022	05:16:00.678165
16	02/03/2022	05:26:01.035102
16	02/03/2022	05:36:01.392255
16	02/03/2022	05:46:01.749427
16	02/03/2022	05:56:02.014513
17	02/03/2022	06:06:02.372000
17	02/03/2022	06:16:02.639495
17	02/03/2022	06:26:02.895515
17	02/03/2022	06:36:03.253047
17	02/03/2022	06:46:03.516857
17	02/03/2022	06:56:03.875052
17	02/03/2022	07:06:04.143575
17	02/03/2022	07:16:04.501051
18	02/03/2022	07:26:04.858342
18	02/03/2022	07:36:05.121166
18	02/03/2022	07:46:05.478439
18	02/03/2022	07:56:05.758755
18	02/03/2022	08:06:06.111180
18	02/03/2022	08:16:06.440715
18	02/03/2022	08:26:06.731561
18	02/03/2022	08:36:07.088922
18	02/03/2022	08:46:07.351119
18	02/03/2022	08:56:07.620134
18	02/03/2022	09:06:07.914831
18	02/03/2022	09:16:08.272159
18	02/03/2022	09:26:08.532058
18	02/03/2022	09:36:08.790170
18	02/03/2022	09:46:09.064982
18	02/03/2022	09:56:09.328636
18	02/03/2022	10:06:09.605976
18	02/03/2022	10:16:09.875017
18	02/03/2022	10:26:10.232521
18	02/03/2022	10:36:10.589853
18	02/03/2022	10:46:10.873595
18	02/03/2022	10:56:11.231196
18	02/03/2022	11:06:11.505538
18	02/03/2022	11:16:11.780820
18	02/03/2022	11:26:12.130914
19	02/03/2022	11:36:12.488005
18	02/03/2022	11:46:12.808224
19	02/03/2022	11:56:13.066028
18	02/03/2022	12:06:13.326276
19	02/03/2022	12:16:13.683906
18	02/03/2022	12:26:14.041298
19	02/03/2022	12:36:14.398467
18	02/03/2022	12:46:14.756013
19	02/03/2022	12:56:15.113444
18	02/03/2022	13:06:15.471132
19	02/03/2022	13:16:15.828442
19	02/03/2022	13:26:18.444128
19	02/03/2022	13:36:18.787473
19	02/03/2022	13:46:19.144999
18	02/03/2022	13:56:19.502562
19	02/03/2022	14:06:19.859985
19	02/03/2022	14:16:20.217071
19	02/03/2022	14:26:20.476119
20	02/03/2022	14:36:20.833677
20	02/03/2022	14:46:21.101513
20	02/03/2022	14:56:21.451179
20	02/03/2022	15:06:21.808118
20	02/03/2022	15:16:22.165448
20	02/03/2022	15:26:22.440983
20	02/03/2022	15:36:22.701316
20	02/03/2022	15:46:23.058815
20	02/03/2022	15:56:23.410959
20	02/03/2022	16:06:23.767678
20	02/03/2022	16:16:24.033130
20	02/03/2022	16:26:24.305496
20	02/03/2022	16:36:24.662076
21	02/03/2022	16:46:25.019268
21	02/03/2022	16:56:25.375927
20	02/03/2022	17:06:25.733176
21	02/03/2022	17:16:26.090399
21	02/03/2022	17:26:26.441501
20	02/03/2022	17:36:26.739271
21	02/03/2022	17:46:27.096302
20	02/03/2022	17:56:27.453605
21	02/03/2022	18:06:27.768622
21	02/03/2022	18:16:28.033745
20	02/03/2022	18:26:28.391017
21	02/03/2022	18:36:28.747800
20	02/03/2022	18:46:29.104414
20	02/03/2022	18:56:29.368111
20	02/03/2022	19:06:29.725317
20	02/03/2022	19:16:30.080989
20	02/03/2022	19:26:30.438228
20	02/03/2022	19:36:30.713254
20	02/03/2022	19:46:31.070559
20	02/03/2022	19:56:31.341857
20	02/03/2022	20:06:31.699087
20	02/03/2022	20:16:32.056358
20	02/03/2022	20:26:32.413461
20	02/03/2022	20:36:32.674500
20	02/03/2022	20:46:33.031773
20	02/03/2022	20:56:33.320918
20	02/03/2022	21:06:33.671139
20	02/03/2022	21:16:34.027754
20	02/03/2022	21:26:34.331183
20	02/03/2022	21:36:34.593250
20	02/03/2022	21:46:34.875151
20	02/03/2022	21:56:35.232389
19	02/03/2022	22:06:37.839206
19	02/03/2022	22:16:38.121022
19	02/03/2022	22:26:38.478230
19	02/03/2022	22:36:38.736832
19	02/03/2022	22:46:38.996008
19	02/03/2022	22:56:39.351004
19	02/03/2022	23:06:39.707622
19	02/03/2022	23:16:40.064901
19	02/03/2022	23:26:40.422022
19	02/03/2022	23:36:45.291689
19	02/03/2022	23:46:45.608407
19	02/03/2022	23:56:45.965630
19	03/03/2022	00:06:46.231156
19	03/03/2022	00:16:46.588361
19	03/03/2022	00:26:49.203577
19	03/03/2022	00:36:51.723490
19	03/03/2022	00:46:52.041026
19	03/03/2022	00:56:52.320396
19	03/03/2022	01:06:52.677804
19	03/03/2022	01:16:52.942670
19	03/03/2022	01:26:53.300097
19	03/03/2022	01:36:53.656470
19	03/03/2022	01:46:53.928782
19	03/03/2022	01:56:54.261020
19	03/03/2022	02:06:54.530556
19	03/03/2022	02:16:54.840448
19	03/03/2022	02:26:55.098406
19	03/03/2022	02:36:55.400338
19	03/03/2022	02:46:55.761794
19	03/03/2022	02:56:56.036452
19	03/03/2022	03:06:56.393671
19	03/03/2022	03:16:56.750506
19	03/03/2022	03:26:57.107699
19	03/03/2022	03:36:57.374249
19	03/03/2022	03:46:57.641029
19	03/03/2022	03:56:57.998339
19	03/03/2022	04:06:58.266505
19	03/03/2022	04:16:58.585386
19	03/03/2022	04:26:58.942693
19	03/03/2022	04:37:01.558744
19	03/03/2022	04:47:04.168611
19	03/03/2022	04:57:04.441091
18	03/03/2022	05:07:04.797737
18	03/03/2022	05:17:05.154969
17	03/03/2022	05:27:05.512126
17	03/03/2022	05:37:05.801068
17	03/03/2022	05:47:06.158309
17	03/03/2022	05:57:06.514961
17	03/03/2022	06:07:06.810989
18	03/03/2022	06:17:07.091271
18	03/03/2022	06:27:07.391012
18	03/03/2022	06:37:07.748376
18	03/03/2022	06:47:08.050873
18	03/03/2022	06:57:08.408107
18	03/03/2022	07:07:08.765361
18	03/03/2022	07:17:09.060956
18	03/03/2022	07:27:09.411035
18	03/03/2022	07:37:09.761076
18	03/03/2022	07:47:10.117658
18	03/03/2022	07:57:10.421171
18	03/03/2022	08:07:10.701048
18	03/03/2022	08:17:15.574514
19	03/03/2022	08:27:15.931701
18	03/03/2022	08:37:16.214365
18	03/03/2022	08:47:16.571666
19	03/03/2022	08:57:16.928827
18	03/03/2022	09:07:17.200554
18	03/03/2022	09:17:17.557910
19	03/03/2022	09:27:17.915234
19	03/03/2022	09:37:18.271925
18	03/03/2022	09:47:18.580932
19	03/03/2022	09:57:18.850862
19	03/03/2022	10:07:19.208794
18	03/03/2022	10:17:19.480845
19	03/03/2022	10:27:19.838157
18	03/03/2022	10:37:20.098548
19	03/03/2022	10:47:20.455180
19	03/03/2022	10:57:20.791163
19	03/03/2022	11:07:21.076885
19	03/03/2022	11:17:21.434192
19	03/03/2022	11:27:21.791467
19	03/03/2022	11:37:22.148771
19	03/03/2022	11:47:22.440792
19	03/03/2022	11:57:22.798131
19	03/03/2022	12:07:23.155387
19	03/03/2022	12:17:23.481153
19	03/03/2022	12:27:23.838578
19	03/03/2022	12:37:24.097259
19	03/03/2022	12:47:24.381024
19	03/03/2022	12:57:24.660396
19	03/03/2022	13:07:25.006679
19	03/03/2022	13:17:25.363958
19	03/03/2022	13:27:25.626553
19	03/03/2022	13:37:25.896040
19	03/03/2022	13:47:26.254592
19	03/03/2022	13:57:26.601373
19	03/03/2022	14:07:26.861065
19	03/03/2022	14:17:27.218488
19	03/03/2022	14:27:27.575489
19	03/03/2022	14:37:27.906695
19	03/03/2022	14:47:28.263274
20	03/03/2022	14:57:28.606390
20	03/03/2022	15:07:28.963620
20	03/03/2022	15:17:29.234653
20	03/03/2022	15:27:29.543421
20	03/03/2022	15:37:29.899892
20	03/03/2022	15:47:30.201064
20	03/03/2022	15:57:30.480917
20	03/03/2022	16:07:30.740670
20	03/03/2022	16:17:31.021030
20	03/03/2022	16:27:31.290586
20	03/03/2022	16:37:31.556373
20	03/03/2022	16:47:31.841141
20	03/03/2022	16:57:32.121014
21	03/03/2022	17:07:32.379745
21	03/03/2022	17:17:32.661081
21	03/03/2022	17:27:33.016923
21	03/03/2022	17:37:33.273435
21	03/03/2022	17:47:35.888873
21	03/03/2022	17:57:36.165495
21	03/03/2022	18:07:36.522839
21	03/03/2022	18:17:39.100036
21	03/03/2022	18:27:39.371169
21	03/03/2022	18:37:39.639399
21	03/03/2022	18:47:39.900577
21	03/03/2022	18:57:40.257934
21	03/03/2022	19:07:40.518666
21	03/03/2022	19:17:40.780358
21	03/03/2022	19:27:41.043285
21	03/03/2022	19:37:41.316889
21	03/03/2022	19:47:41.674165
21	03/03/2022	19:57:42.031410
21	03/03/2022	20:07:42.306193
21	03/03/2022	20:17:42.662911
21	03/03/2022	20:27:43.012780
21	03/03/2022	20:37:43.370229
21	03/03/2022	20:47:43.727591
21	03/03/2022	20:57:44.080966
21	03/03/2022	21:07:44.438242
21	03/03/2022	21:17:44.696543
21	03/03/2022	21:27:44.955193
20	03/03/2022	21:37:45.232332
20	03/03/2022	21:47:45.561318
20	03/03/2022	21:57:45.881130
20	03/03/2022	22:07:46.237929
20	03/03/2022	22:17:46.594946
20	03/03/2022	22:27:46.854044
20	03/03/2022	22:37:47.211145
20	03/03/2022	22:47:47.568387
20	03/03/2022	22:57:47.834432
20	03/03/2022	23:07:48.191588
20	03/03/2022	23:17:48.491126
20	03/03/2022	23:27:48.752091
20	03/03/2022	23:37:49.041118
19	03/03/2022	23:47:51.568149
19	03/03/2022	23:57:51.830912
19	04/03/2022	00:07:52.137429
19	04/03/2022	00:17:52.395028
19	04/03/2022	00:27:52.696489
19	04/03/2022	00:37:52.955541
19	04/03/2022	00:47:53.312131
19	04/03/2022	00:57:53.621171
19	04/03/2022	01:07:53.904709
19	04/03/2022	01:17:54.261950
19	04/03/2022	01:27:56.877368
19	04/03/2022	01:37:57.234660
19	04/03/2022	01:47:57.533313
19	04/03/2022	01:57:57.875064
19	04/03/2022	02:07:58.223475
19	04/03/2022	02:17:58.580818
19	04/03/2022	02:27:58.875135
19	04/03/2022	02:37:59.226251
18	04/03/2022	02:47:59.582856
19	04/03/2022	02:57:59.940264
18	04/03/2022	03:08:00.297507
18	04/03/2022	03:18:00.631866
17	04/03/2022	03:28:00.924697
17	04/03/2022	03:38:01.256497
17	04/03/2022	03:48:01.612292
17	04/03/2022	03:58:01.969546
17	04/03/2022	04:08:02.326208
17	04/03/2022	04:18:02.682796
16	04/03/2022	04:28:03.040178
16	04/03/2022	04:38:03.390650
16	04/03/2022	04:48:03.720346
16	04/03/2022	04:58:08.536703
16	04/03/2022	05:08:08.875361
16	04/03/2022	05:18:11.418224
16	04/03/2022	05:28:11.741195
16	04/03/2022	05:38:14.269155
16	04/03/2022	05:48:14.601177
16	04/03/2022	05:58:14.958451
16	04/03/2022	06:08:15.315744
16	04/03/2022	06:18:15.673031
16	04/03/2022	06:28:15.961162
16	04/03/2022	06:38:16.320520
17	04/03/2022	06:48:16.680598
17	04/03/2022	06:58:19.295948
17	04/03/2022	07:08:19.572343
17	04/03/2022	07:18:19.847309
17	04/03/2022	07:28:20.110985
17	04/03/2022	07:38:20.468280
17	04/03/2022	07:48:20.772589
17	04/03/2022	07:58:21.041780
17	04/03/2022	08:08:21.307758
17	04/03/2022	08:18:21.665059
17	04/03/2022	08:28:21.925010
18	04/03/2022	08:38:22.200995
18	04/03/2022	08:48:22.463764
17	04/03/2022	08:58:22.733819
18	04/03/2022	09:08:23.090362
18	04/03/2022	09:18:23.414430
18	04/03/2022	09:28:23.699507
18	04/03/2022	09:38:23.959738
18	04/03/2022	09:48:24.304852
18	04/03/2022	09:58:24.590914
18	04/03/2022	10:08:24.946756
18	04/03/2022	10:18:27.559805
18	04/03/2022	10:28:27.909780
18	04/03/2022	10:38:28.170209
18	04/03/2022	10:48:30.783279
18	04/03/2022	10:58:31.129577
18	04/03/2022	11:08:31.485433
18	04/03/2022	11:18:31.799733
18	04/03/2022	11:28:32.119728
18	04/03/2022	11:38:32.377598
18	04/03/2022	11:48:32.733414
18	04/03/2022	11:58:33.079562
18	04/03/2022	12:08:33.435425
18	04/03/2022	12:18:33.699005
19	04/03/2022	12:28:33.958109
19	04/03/2022	12:38:34.313975
19	04/03/2022	12:48:34.669837
19	04/03/2022	12:58:35.025677
19	04/03/2022	13:08:35.290563
19	04/03/2022	13:18:35.639604
19	04/03/2022	13:28:35.908032
19	04/03/2022	13:38:36.185383
19	04/03/2022	13:48:36.541234
20	04/03/2022	13:58:36.807880
20	04/03/2022	14:08:39.325926
20	04/03/2022	14:18:39.681756
20	04/03/2022	14:28:40.037589
20	04/03/2022	14:38:40.301040
20	04/03/2022	14:48:40.656913
20	04/03/2022	14:58:41.012730
20	04/03/2022	15:08:41.368577
20	04/03/2022	15:18:41.636364
20	04/03/2022	15:28:41.992213
21	04/03/2022	15:38:42.304743
20	04/03/2022	15:48:42.562895
21	04/03/2022	15:58:42.918744
21	04/03/2022	16:08:43.274565
20	04/03/2022	16:18:43.548111
20	04/03/2022	16:28:43.904028
20	04/03/2022	16:38:44.259886
21	04/03/2022	16:48:44.615727
21	04/03/2022	16:58:44.971537
21	04/03/2022	17:08:45.239716
21	04/03/2022	17:18:45.595564
21	04/03/2022	17:28:45.853813
21	04/03/2022	17:38:46.210003
21	04/03/2022	17:48:46.559632
21	04/03/2022	17:58:46.915495
21	04/03/2022	18:08:47.271380
21	04/03/2022	18:18:47.627313
21	04/03/2022	18:28:47.959609
21	04/03/2022	18:38:48.304779
21	04/03/2022	18:48:48.660601
21	04/03/2022	18:58:48.919841
21	04/03/2022	19:08:49.275673
21	04/03/2022	19:18:49.546498
21	04/03/2022	19:28:49.899556
21	04/03/2022	19:38:50.246154
21	04/03/2022	19:48:50.601985
21	04/03/2022	19:58:50.861951
21	04/03/2022	20:08:51.217915
22	04/03/2022	20:18:51.488090
22	04/03/2022	20:28:51.843945
22	04/03/2022	20:38:54.393555
22	04/03/2022	20:48:54.749406
22	04/03/2022	20:58:55.099548
22	04/03/2022	21:08:55.455421
21	04/03/2022	21:18:55.811235
21	04/03/2022	21:28:56.074996
21	04/03/2022	21:38:56.430834
21	04/03/2022	21:48:56.786705
21	04/03/2022	21:58:57.044625
21	04/03/2022	22:08:57.306830
21	04/03/2022	22:18:57.662667
20	04/03/2022	22:28:58.018544
20	04/03/2022	22:38:58.304366
20	04/03/2022	22:48:58.659568
20	04/03/2022	22:58:58.919687
20	04/03/2022	23:08:59.275551
20	04/03/2022	23:18:59.631378
20	04/03/2022	23:28:59.897992
20	04/03/2022	23:39:02.415765
20	04/03/2022	23:49:02.772439
20	04/03/2022	23:59:03.095488
20	05/03/2022	00:09:03.357232
20	05/03/2022	00:19:03.629186
19	05/03/2022	00:29:06.244782
19	05/03/2022	00:39:06.532002
19	05/03/2022	00:49:06.893118
19	05/03/2022	00:59:07.250972
19	05/03/2022	01:09:07.600906
19	05/03/2022	01:19:07.893732
19	05/03/2022	01:29:08.250639
19	05/03/2022	01:39:08.512335
19	05/03/2022	01:49:08.869896
19	05/03/2022	01:59:09.227007
19	05/03/2022	02:09:09.488783
19	05/03/2022	02:19:09.749972
19	05/03/2022	02:29:10.100963
19	05/03/2022	02:39:10.458021
19	05/03/2022	02:49:10.815680
19	05/03/2022	02:59:11.183290
19	05/03/2022	03:09:11.530369
19	05/03/2022	03:19:11.887797
19	05/03/2022	03:29:12.157098
18	05/03/2022	03:39:12.502303
18	05/03/2022	03:49:12.859372
18	05/03/2022	03:59:13.122896
17	05/03/2022	04:09:13.478306
17	05/03/2022	04:19:13.835035
17	05/03/2022	04:29:14.158318
17	05/03/2022	04:39:14.426840
17	05/03/2022	04:49:14.783105
17	05/03/2022	04:59:15.139889
17	05/03/2022	05:09:15.411682
17	05/03/2022	05:19:15.769391
17	05/03/2022	05:29:16.120986
17	05/03/2022	05:39:16.471149
17	05/03/2022	05:49:16.828531
17	05/03/2022	05:59:17.120840
17	05/03/2022	06:09:17.400496
17	05/03/2022	06:19:17.759474
17	05/03/2022	06:29:18.032404
17	05/03/2022	06:39:18.307206
17	05/03/2022	06:49:18.664494
17	05/03/2022	06:59:19.021091
17	05/03/2022	07:09:19.330939
17	05/03/2022	07:19:19.640515
17	05/03/2022	07:29:19.997719
17	05/03/2022	07:39:20.354980
17	05/03/2022	07:49:20.617737
17	05/03/2022	07:59:20.974375
18	05/03/2022	08:09:21.232778
18	05/03/2022	08:19:21.570991
18	05/03/2022	08:29:24.098977
18	05/03/2022	08:39:24.441169
18	05/03/2022	08:49:24.790390
18	05/03/2022	08:59:25.080476
18	05/03/2022	09:09:25.437680
18	05/03/2022	09:19:25.795332
18	05/03/2022	09:29:26.057865
18	05/03/2022	09:39:26.415166
18	05/03/2022	09:49:26.771888
18	05/03/2022	09:59:27.129106
18	05/03/2022	10:09:27.389810
18	05/03/2022	10:19:27.746451
18	05/03/2022	10:29:28.103792
18	05/03/2022	10:39:28.460846
18	05/03/2022	10:49:28.818131
18	05/03/2022	10:59:29.161107
18	05/03/2022	11:09:29.456571
18	05/03/2022	11:19:29.814160
18	05/03/2022	11:29:30.171721
18	05/03/2022	11:39:30.520975
19	05/03/2022	11:49:30.778964
18	05/03/2022	11:59:31.135899
19	05/03/2022	12:09:31.492779
19	05/03/2022	12:19:31.850274
19	05/03/2022	12:29:32.121006
19	05/03/2022	12:39:32.470997
19	05/03/2022	12:49:32.741240
19	05/03/2022	12:59:33.098725
19	05/03/2022	13:09:33.455660
19	05/03/2022	13:19:33.813003
19	05/03/2022	13:29:34.073750
19	05/03/2022	13:39:34.430973
19	05/03/2022	13:49:34.774909
19	05/03/2022	13:59:35.036833
19	05/03/2022	14:09:35.294311
19	05/03/2022	14:19:35.651007
19	05/03/2022	14:29:36.008299
19	05/03/2022	14:39:36.305806
19	05/03/2022	14:49:36.660946
19	05/03/2022	14:59:36.967075
19	05/03/2022	15:09:37.324424
19	05/03/2022	15:19:37.681637
19	05/03/2022	15:29:38.031243
19	05/03/2022	15:39:38.331080
19	05/03/2022	15:49:38.687795
19	05/03/2022	15:59:38.953853
20	05/03/2022	16:09:39.311326
20	05/03/2022	16:19:39.570369
19	05/03/2022	16:29:39.927865
20	05/03/2022	16:39:40.200533
20	05/03/2022	16:49:40.470017
20	05/03/2022	16:59:40.826958
20	05/03/2022	17:09:41.184673
20	05/03/2022	17:19:41.457400
20	05/03/2022	17:29:41.814611
20	05/03/2022	17:39:42.072494
20	05/03/2022	17:49:42.421222
20	05/03/2022	17:59:42.777819
20	05/03/2022	18:09:43.134561
20	05/03/2022	18:19:43.491903
21	05/03/2022	18:29:43.840992
20	05/03/2022	18:39:44.197591
21	05/03/2022	18:49:44.457662
21	05/03/2022	18:59:44.814953
21	05/03/2022	19:09:45.074886
21	05/03/2022	19:19:45.432095
21	05/03/2022	19:29:45.721068
21	05/03/2022	19:39:46.078125
21	05/03/2022	19:49:46.354124
21	05/03/2022	19:59:46.710704
21	05/03/2022	20:09:46.974151
21	05/03/2022	20:19:47.331522
20	05/03/2022	20:29:47.602507
21	05/03/2022	20:39:47.959776
21	05/03/2022	20:49:48.316843
21	05/03/2022	20:59:48.674144
20	05/03/2022	21:09:49.031055
21	05/03/2022	21:19:49.388210
21	05/03/2022	21:29:49.745498
21	05/03/2022	21:39:50.102775
21	05/03/2022	21:49:50.459834
21	05/03/2022	21:59:50.816327
21	05/03/2022	22:09:51.172391
21	05/03/2022	22:19:51.529609
21	05/03/2022	22:29:51.790071
21	05/03/2022	22:39:52.147376
21	05/03/2022	22:49:52.504616
21	05/03/2022	22:59:52.773781
21	05/03/2022	23:09:53.130418
21	05/03/2022	23:19:53.487497
21	05/03/2022	23:29:53.840918
21	05/03/2022	23:39:54.149574
21	05/03/2022	23:49:54.506179
21	05/03/2022	23:59:54.769177
21	06/03/2022	00:09:55.126120
21	06/03/2022	00:19:55.383759
21	06/03/2022	00:29:55.741048
